Age,Club,Cond,Current Race Name,Dist,First,G ID,Grp,MeetDate,Prize$$,Registered Race Name,SECOND,Second,Sex,State,THIRD,Third,Unnamed: 11,Venue,WINNER
3YO&Up,ATC,,EMANCIPATION STAKES,1500,,248,2,2019-03-30,175000,EMANCIPATION STAKES,,,F&M,NSW,,,SWP,RHIL,
2-Y-O,ATC,,T L BAILLIEU HANDICAP,1400,,126,3,2019-03-30,160000,T L BAILLIEU HCP,,,O,NSW,,,Qlty,RHIL,
3YO&Up,ATC,,DONCASTER PRELUDE,1500,,439,3,2019-03-30,160000,ROYAL PARMA STAKES,,,O,NSW,,,Qlty,RHIL,
O,BJC,,GOLDEN MILE,1600,,779,4,2019-03-30,150000,GOLDEN MILE,,,O,VIC,,,Hcp,BEND,
4YO&Up,ATC,,NEVILLE SELLWOOD STAKES,2000,,572,3,2019-03-30,160000,NEVILLE SELLWOOD STAKES,,,O,NSW,,,SWP,RHIL,
O,SAJC,,MANIHI CLASSIC,1100,,250,4,2019-03-30,100000,MANIHI CLASSIC,,,O,SA,,,Qlty,MORP,
3-Y-O,SAJC,,LAELIA STAKES,1600,,327,4,2019-03-30,100000,LAELIA STAKES,,,F,SA,,,SWP,MORP,
3-Y-O,BJC,,BENDIGO GUINEAS,1400,,778,4,2019-03-30,150000,BENDIGO GUINEAS,,,O,VIC,,,SWP,BEND,
3-Y-O,WATC,,W.A. OAKS,2400,,529,3,2019-03-30,250000,WA OAKS,,,F,WA,,,SW,ASCT,
3-Y-O,WATC,,MELVISTA STAKES,2200,,352,4,2019-03-30,100000,MELVISTA STKS,,,C&G,WA,,,SWP,ASCT,
O,BUNBURY RC,,SOUTH WEST AUTUMN CUP,2200,,967,4,2019-03-24,100000,SOUTH WEST AUTUMN CUP,,,O,WA,,,Qlty,BUNB,
3-Y-O,ATC,,ROSEHILL GUINEAS,2000,,15,1,2019-03-23,600000,ROSEHILL GUINEAS,,,O,NSW,,,SW,RHIL,
O,ATC,,THE GALAXY,1100,,272,1,2019-03-23,700000,THE GALAXY,,,O,NSW,,,Hcp,RHIL,
3YO&Up,ATC,,RANVET STAKES,2000,,423,1,2019-03-23,700000,RAWSON STAKES,,,O,NSW,,,WFA,RHIL,
O,MORN RC,,HAREEBA STAKES,1200,,111,4,2019-03-23,120000,HAREEBA STAKES,,,O,VIC,,,Hcp,MORN,
3YO&Up,ATC,,GEORGE RYDER STAKES,1500,,277,1,2019-03-23,1000000,GEORGE RYDER STAKES,,,O,NSW,,,WFA,RHIL,
2-Y-O,ATC,,GOLDEN SLIPPER STAKES,1200,,7,1,2019-03-23,3500000,GOLDEN SLIPPER STAKES,,,O,NSW,,,SW,RHIL,
3YO&Up,ATC,,N E MANION QUALITY CUP,2400,,344,3,2019-03-23,160000,N E MANION CUP,,,O,NSW,,,Qlty,RHIL,
3YO&Up,ATC,,BIRTHDAY CARD STAKES,1200,,143,3,2019-03-23,160000,BIRTHDAY CARD STKS,,,F&M,NSW,,,Qlty,RHIL,
3YO&Up,WATC,,GRANDSTAND CUP,1500,,566,4,2019-03-23,100000,GRANDSTAND CUP,,,O,WA,,,Qlty,ASCT,
3YO&Up,ATC,,EPONA STAKES,1900,,660,3,2019-03-23,160000,EPONA STAKES,,,F&M,NSW,,,SWP,RHIL,
O,MORN RC,,MORNINGTON CUP,2400,,370,4,2019-03-23,300000,MORNINGTON CUP,,,O,VIC,,,Hcp,MORN,
2-Y-O,WATC,,GIMCRACK STKS,1100,,280,3,2019-03-23,150000,WATC GIMCRACK STKS,,,F,WA,,,SWP,ASCT,
2-Y-O,WATC,,PERTH STKS,1100,,456,4,2019-03-23,150000,PERTH STKS,,,C&G,WA,,,SWP,ASCT,
3-Y-O,ATC,,DARBY MUNRO STAKES,1200,,224,4,2019-03-23,140000,DARBY MUNRO STKS,,,O,NSW,,,SWP,RHIL,
O,MVRC,,WILLIAM REID STAKES,1200,,544,1,2019-03-22,500000,WILLIAM REID STAKES,,,O,VIC,,,WFA,M V,
O,ARC,,ALBURY CUP,2000,,736,4,2019-03-22,170000,ALBURY CUP,,,O,NSW,,,Qlty,ALB,
3YO&Up,MVRC,,SUNLINE STAKES,1600,,232,2,2019-03-22,200000,DIAMOND JUBILEE STAKES,,,F&M,VIC,,,WFA,M V,
3-Y-O,MVRC,,ALEXANDRA STAKES,1600,,263,4,2019-03-22,120000,ALEXANDRA STAKES,,,F,VIC,,,SWP,M V,
2-Y-O,MVRC,,ST. ALBANS STAKES,1000,,291,4,2019-03-22,120000,ST. ALBANS STAKES,,,O,VIC,,,SW,M V,
3YO&Up,ATC,,MAURICE McCARTEN STAKES,1100,,603,3,2019-03-16,160000,MAURICE McCARTEN STAKES,,,O,NSW,,,Qlty,RHIL,
3YO&Up,ATC,,AJAX STAKES,1500,,233,2,2019-03-16,175000,AJAX STAKES,,,O,NSW,,,Qlty,RHIL,
3-Y-O,ATC,,PHAR LAP STAKES,1500,,401,2,2019-03-16,175000,PHAR LAP STAKES,,,O,NSW,,,SW,RHIL,
3YO&Up,ATC,,SKY HIGH STAKES,2000,,598,2,2019-03-16,350000,SKY HIGH STAKES,,,O,NSW,,,SWP,RHIL,
2-Y-O,ATC,,MAGIC NIGHT STAKES,1200,,342,3,2019-03-16,175000,MAGIC NIGHT STAKES,,,F,NSW,,,SW,RHIL,
3YO&Up,ATC,,COOLMORE CLASSIC,1500,,391,1,2019-03-16,600000,TAD KENNEDY STAKES,,,F&M,NSW,,,Qlty,RHIL,
2-Y-O,ATC,,PAGO PAGO STAKES,1200,,396,3,2019-03-16,175000,PAGO PAGO STAKES,,,C&G,NSW,,,SW,RHIL,
3YO&Up,VRC,,BLAMEY STAKES,1600,,147,2,2019-03-16,200000,BLAMEY STAKES,,,O,VIC,,,SWP,FLEM,
O,GOLD COAST TC,,GOLDMARKET HANDICAP,1300,,640,4,2019-03-16,100000,GOLDMARKET HANDICAP,,,O,QLD,,,Qlty,GCST,
2-Y-O,VRC,,THOROUGHBRED BREEDERS ST,1200,,148,3,2019-03-16,150000,THOROUGHBRED BREEDERS ST.,,,F,VIC,,,SWP,FLEM,
O,VRC,,VRC MARCH STAKES,1400,,329,4,2019-03-16,120000,VRC MARCH STAKES,,,O,VIC,,,Hcp,FLEM,
3-Y-O,WATC,,J.C. ROBERTS STAKES,1800,,149,4,2019-03-16,100000,J.C. ROBERTS STKS,,,C&G,WA,,,SWP,ASCT,
3-Y-O,WATC,,NATASHA STAKES,2200,,667,4,2019-03-16,100000,NATASHA STKS,,,F,WA,,,SWP,ASCT,
O,MVRC,,ABELL STAKES,1200,,740,4,2019-03-15,120000,MOONEE VALLEY QUALITY,,,O,VIC,,,Hcp,M V,
3-Y-O,MVRC,,ALISTER CLARK STAKES,2040,,102,2,2019-03-15,200000,ALISTER CLARK STAKES,,,O,VIC,,,SW,M V,
3-Y-O,ILLAWARRA TC,,KEITH F NOLAN CLASSIC,1600,,668,3,2019-03-15,200000,KEITH F NOLAN CLASSIC,,,FÂ,NSW,,,SWP,KEMB,
O,SAJC,,MATRICE STAKES,1200,,574,4,2019-03-11,100000,MATRICE STAKES,,,O,SA,,,SWP,MORP,
O,SAJC,,C S HAYES STAKES,1600,,503,4,2019-03-11,100000,COLIN HAYES MEMORIAL CUP,,,O,SA,,,Qlty,MORP,
O,SAJC,,ADELAIDE CUP,3200,,28,2,2019-03-11,400000,ADELAIDE CUP,,,O,SA,,,Hcp,MORP,
O,CANBERRA RC,,NATIONAL SPRINT,1400,,437,4,2019-03-10,140000,NATIONAL SPRINT,,,O,NSW,,,Qlty,CANB,
2-Y-O,CANBERRA RC,,BLACK OPAL STAKES,1200,,146,3,2019-03-10,275000,BLACK OPAL STAKES,,,O,NSW,,,SWP,CANB,
O,CANBERRA RC,,CANBERRA CUP,2000,,161,4,2019-03-10,200000,CANBERRA CUP,,,O,NSW,,,Qlty,CANB,
3-Y-OÂ,CANBERRA RC,,CANBERRA GUINEAS,1400,,735,4,2019-03-10,140000,CANBERRA GUINEAS,,,O,NSW,,,SWP,CANB,
3YO&Up,BUNBURY RC,,BUNBURY CUP,2000,,156,4,2019-03-10,120000,BUNBURY CUP,,,O,WA,,,Qlty,BUNB,
3-Y-O,ATC,,FIREBALL STAKES,1100,,725,4,2019-03-09,140000,FIREBALL STAKES,,,O,NSW,,,SWP,RAND,
3YO&Up,ATC,,CHALLENGE STAKES,1000,,186,2,2019-03-09,500000,AJC CHALLENGE STAKES,,,O,NSW,,,WFA,RAND,
2-Y-O,ATC,,REISLING STAKES,1200,,428,2,2019-03-09,300000,REISLING SLIPPER TRIAL,,,F,NSW,,,SW,RAND,
2-Y-O,ATC,,TODMAN STAKES,1200,,511,2,2019-03-09,300000,TODMAN SLIPPER TRIAL,,,C&G,NSW,,,SW,RAND,
3YO&Up,ATC,,ASPIRATION QUALITY,1600,,674,3,2019-03-09,160000,ASPIRATION QUALITY,,,F&M,NSW,,,Qlty,RAND,
4YO&Up,ATC,,WENONA GIRL HANDICAP,1200,,675,3,2019-03-09,160000,WENONA GIRL HANDICAP,,,M,NSW,,,Qlty,RAND,
3YO&Up,ATC,,RANDWICK CITY STAKES,2000,,163,4,2019-03-09,140000,RANDWICK CITY STAKES,,,O,NSW,,,Qlty,RAND,
O,VRC,,AUSTRALIAN CUP,2000,,18,1,2019-03-09,1500000,AUSTRALIAN CUP,,,O,VIC,,,WFA,FLEM,
3-Y-O,ATC,,RANDWICK GUINEAS,1600,,164,1,2019-03-09,1000000,RANDWICK GUINEAS,,,O,NSW,,,SW,RAND,
O,VRC,,LEXUS NEWMARKET HANDICAP,1200,,12,1,2019-03-09,1250000,VRC NEWMARKET HANDICAP,,,O,VIC,,,Hcp,FLEM,
2-Y-O,VRC,,VRC SIRES' PRODUCE STAKES,1400,,9,2,2019-03-09,200000,VRC SIRES' PRODUCE STAKES,,,O,VIC,,,SW,FLEM,
3-Y-O,VRC,,A.V KEWNEY STAKES,1400,,322,2,2019-03-09,200000,A.V KEWNEY STAKES,,,F,VIC,,,SW,FLEM,
3YO&Up,VRC,,MATRON STAKES,1600,,606,3,2019-03-09,150000,MATRON STAKES,,,F&M,VIC,,,SWP,FLEM,
3-Y-O,VRC,,MOOMBA PLATE,1100,,366,4,2019-03-09,120000,MOOMBA PLATE,,,O,VIC,,,Hcp,FLEM,
2-Y-O,WATC,,SUPREMACY STAKES,1000,,492,4,2019-03-09,100000,SUPREMACY STKS,,,O,WA,,,SWP,ASCT,
3YO&Up,ATC,,CANTERBURY STAKES,1300,,165,1,2019-03-09,500000,CANTERBURY STAKES,,,O,NSW,,,WFA,RAND,
O,NEWCASTLE JC,,NEWCASTLE NEWMARKET HCP,1400,,169,3,2019-03-08,160000,NEWCASTLE NEWMARKET HCP,,,O,NSW,,,Qlty,NCLE,
3YO&Up,BUNBURY RC,,BUNBURY STAKES,1400,,157,4,2019-03-06,120000,BUNBURY STKS,,,O,WA,,,Qlty,BUNB,
3-Y-O,VRC,,AUSTRALIAN GUINEAS,1600,,123,1,2019-03-02,1000000,AUSTRALIAN GUINEAS,,,O,VIC,,,SW,FLEM,
2-Y-O,SAJC,,CINDERELLA STAKES,1050,,199,4,2019-03-02,100000,CINDERELLA STAKES,,,F,SA,,,SW,MORP,
3-Y-O,ATC,,SURROUND STAKES,1400,,493,1,2019-03-02,500000,SURROUND STAKES,,,F,NSW,,,SW,WFM,
2-Y-O,ATC,,SKYLINE STAKES,1200,,468,2,2019-03-02,175000,SKYLINE STAKES,,,C&G,NSW,,,SW,WFM,
2-Y-O,ATC,,SWEET EMBRACE STAKES,1200,,494,2,2019-03-02,175000,SWEET EMBRACE STAKES,,,F,NSW,,,SW,WFM,
4YO&Up,ATC,,GUY WALTER STAKES,1400,,628,2,2019-03-02,175000,WIGGLE STAKES,,,M,NSW,,,SWP,WFM,
3YO&Up,ATC,,LIVERPOOL CITY CUP,1300,,336,3,2019-03-02,160000,LIVERPOOL CITY CUP,,,O,NSW,,,Qlty,WFM,
3YO&Up,BRC,,MEMBERS' CUP,1600,,682,4,2019-03-02,100000,MEMBERS' CUP,,,O,QLD,,,Qlty,DOOM,
O,SAJC,,BOAG'S LORD REIMS STAKES,2600,,541,3,2019-03-02,120000,LORD REIMS STAKES,,,O,SA,,,SWP,MORP,
3YO&Up,ATC,,CHIPPING NORTON STAKES,1600,,195,1,2019-03-02,600000,CHIPPING NORTON STAKES,,,O,NSW,,,WFA,WFM,
3YO&Up,VRC,,FRANCES TRESSADY STAKES,1400,,265,3,2019-03-02,150000,FRANCES TRESSADY STAKES,,,F&M,VIC,,,SWP,FLEM,
O,VRC,,SHAFTESBURY AVENUE HCP,1400,,357,3,2019-03-02,150000,SHAFTESBURY AVENUE HCP,,,O,VIC,,,Hcp,FLEM,
4YO&Up,VRC,,BOB HOYSTED STAKES,1000,,154,4,2019-03-02,120000,BOB HOYSTED STAKES,,,O,VIC,,,Hcp,FLEM,
2-Y-O,VRC,,FESTIVAL OF RACING STAKES,1000,,223,4,2019-03-02,120000,Flem Festival of Racing ST.,,,O,VIC,,,SWP,FLEM,
3-Y-O,VRC,,ROY HIGGINS QUALITY,2600,,730,4,2019-03-02,120000,ROY HIGGINS QUALITY,,,O,VIC,,,Qlty,FLEM,
3-Y-O,WATC,,LEX PIPER STAKES,1600,,635,4,2019-03-02,100000,TJ SMITH TROPHY,,,C&G,WA,,,SWP,ASCT,
3-Y-O,WATC,,ASCOT 1000 GUINEAS,1800,,724,4,2019-03-02,100000,WATC ASCOT 1000 GUINEAS,,,F,WA,,,SWP,ASCT,
2-Y-O,TTC,,GOLD SOVEREIGN STAKES,1200,,282,4,2019-02-27,100000,GOLD SOVEREIGN STAKES,,,O,TAS,,,SW,LAUN,
O,TTC,,LAUNCESTON CUP,2400,,41,3,2019-02-27,200000,LAUNCESTON CUP,,,O,TAS,,,Hcp,LAUN,
O,TTC,,MOWBRAY STAKES,1600,,374,4,2019-02-27,100000,MOWBRAY STAKES,,,O,TAS,,,WFA,LAUN,
3YO&Up,PINJARRA RC,,PINJARRA CLASSIC,1300,,701,4,2019-02-24,120000,PINJARRA STKS,,,O,WA,,,Qlty,PINJ,
3-Y-O,TTC,,TASMANIAN OAKS,2100,,500,4,2019-02-24,100000,TASMANIAN OAKS,,,F,TAS,,,SW,LAUN,
3YO&Up,TTC,,VAMOS STAKES,1400,,709,3,2019-02-24,125000,VAMOS STAKES,,,F&M,TAS,,,WFA,LAUN,
3-Y-O,MRC,,CAULFIELD AUTUMN CLASSIC,1800,,180,2,2019-02-23,200000,CAULFIELD AUTUMN CLASSIC,,,O,VIC,,,SW,CAUL,
3-Y-O,ATC,,HOBARTVILLE STAKES,1400,,310,2,2019-02-23,400000,HOBARTVILLE STAKES,,,O,NSW,,,SW,RHIL,
2-Y-O,ATC,,SILVER SLIPPER STAKES,1100,,25,2,2019-02-23,250000,SILVER SLIPPER STAKES,,,O,NSW,,,SW,RHIL,
3YO&Up,ATC,,MILLIE FOX STAKES,1300,,647,2,2019-02-23,175000,MILLIE FOX STAKES,,,F&M,NSW,,,SWP,RHIL,
3YO&Up,ATC,,PARRAMATTA CUP,1900,,397,4,2019-02-23,140000,PARRAMATTA CUP,,,O,NSW,,,Qlty,RHIL,
2-Y-O,MRC,,BLUE DIAMOND STAKES,1200,,21,1,2019-02-23,1500000,BLUE DIAMOND STAKES,,,O,VIC,,,SW,CAUL,
O,MRC,,FUTURITY STAKES,1400,,17,1,2019-02-23,500000,FUTURITY STAKES,,,O,VIC,,,WFA,CAUL,
O,MRC,,OAKLEIGH PLATE,1100,,387,1,2019-02-23,500000,OAKLEIGH PLATE,,,O,VIC,,,Hcp,CAUL,
O,MRC,,PETER YOUNG STAKES,1800,,474,2,2019-02-23,200000,ST GEORGE STAKES,,,O,VIC,,,WFA,CAUL,
3-Y-O,MRC,,ANGUS ARMANASCO STAKES,1400,,518,2,2019-02-23,200000,ANGUS ARMANASCO STAKES,,,F,VIC,,,SW,CAUL,
4YO&Up,MRC,,MANNERISM STAKES,1400,,562,3,2019-02-23,150000,MANNERISM STAKES,,,M,VIC,,,SWP,CAUL,
3-Y-O,MRC,,ZEDITAVE STAKES,1200,,563,3,2019-02-23,150000,ZEDITAVE STAKES,,,O,VIC,,,SWP,CAUL,
O,MRC,,MORNINGTON CUP PRELUDE,2000,,665,4,2019-02-23,120000,MORNINGTON CUP PRELUDE,,,O,VIC,,,Qlty,CAUL,
3YO&Up,WATC,,DETONATOR STAKES,1800,,596,4,2019-02-23,100000,DETONATOR HCP,,,O,WA,,,SWP,ASCT,
3-Y-O,MVRC,,TYPHOON TRACY STAKES,1200,,731,3,2019-02-22,150000,TYPHOON TRACY STAKES,,,F,VIC,,,SWP,M V,
O,VRC,,LIGHTNING STAKES,1000,,332,1,2019-02-16,750000,VRC LIGHTNING STAKES,,,O,VIC,,,WFA,FLEM,
3YO&Up,ATC,,APOLLO STAKES,1400,,112,2,2019-02-16,250000,APOLLO STAKES,,,O,NSW,,,WFA,RAND,
3-Y-O,ATC,,LIGHT FINGERS STAKES,1200,,330,2,2019-02-16,175000,LIGHT FINGERS STAKES,,,F,NSW,,,SW,RAND,
3YO&Up,ATC,,SOUTHERN CROSS STAKES,1200,,268,3,2019-02-16,160000,FREDERICK CLISSOLD STAKES,,,O,NSW,,,Qlty,RAND,
4YO&Up,ATC,,TRISCAY STAKES,1200,,629,3,2019-02-16,160000,TRISCAY STAKES,,,M,NSW,,,Qlty,RAND,
O,SAJC,,BIRTHDAY CUP,2000,,31,4,2019-02-16,100000,BIRTHDAYÂ CUP,,,O,SA,,,Qlty,MORP,
3-Y-O,WATC,,CHALLENGE STAKES,1500,,185,4,2019-02-16,100000,WATC CHALLENGE STKS,,,O,WA,,,SWP,ASCT,
3-Y-O,VRC,,CS HAYES STAKES,1200,,226,3,2019-02-16,150000,THE DEBONAIR,,,C&G,VIC,,,SWP,FLEM,
3-Y-O,VRC,,THE VANITY,1200,,524,3,2019-02-16,150000,THE VANITY,,,F,VIC,,,SWP,FLEM,
2-Y-O,VRC,,TALINDERT STAKES,1100,,496,4,2019-02-16,120000,TALINDERT STAKES,,,O,VIC,,,SWP,FLEM,
3YO&Up,WATC,,CYRIL FLOWER STAKES,1200,,220,4,2019-02-16,100000,CYRIL FLOWER STKS,,,O,WA,,,Qlty,ASCT,
O,MVRC,,MV NIGHT CUP,2500,,742,4,2019-02-15,150000,MV NIGHT CUP,,,O,VIC,,,Hcp,M V,
2-Y-O,TRC,,ELWICK 2YO STAKES,1100,,497,4,2019-02-10,100000,ELWICK STAKES,,,O,TAS,,,SW,HOB,
3-Y-O,TRC,,STRUTT STAKES,2100,,487,4,2019-02-10,100000,STRUTT STAKES,,,F,TAS,,,SW,HOB,
O,TRC,,THOMAS LYONS STAKES,1400,,247,4,2019-02-10,100000,THOMAS LYONS STAKES,,,O,TAS,,,WFA,HOB,
O,TRC,,HOBART CUP,2400,,40,3,2019-02-10,200000,HOBART CUP,,,O,TAS,,,Hcp,HOB,
2-Y-O,MRC,,BLUE DIAMOND PRELUDE (F),1100,,179,2,2019-02-09,200000,BLUE DIAMOND PRELUDE FLLY,,,F,VIC,,,SW,CAUL,
4YO&Up,ATC,,BREEDERS' CLASSIC,1200,,627,2,2019-02-09,175000,BREEDERS CLASSIC,,,M,NSW,,,SWP,RAND,
3-Y-O,ATC,,ESKIMO PRINCE STAKES,1200,,251,3,2019-02-09,160000,ESKIMO PRINCE STKS,,,O,NSW,,,SWP,RAND,
2-Y-O,ATC,,LONHRO PLATE,1100,,962,4,2019-02-09,140000,LONHRO PLATE,,,O,NSW,,,SWP,RAND,
2-Y-O,ATC,,INGLIS CLASSIC,1200,,942,RL,2019-02-09,250000,INGLIS CLASSIC,,,O,NSW,,,SW,RAND,
O,MRC,,C.F.ORR STAKES,1400,,393,1,2019-02-09,500000,C.F. ORR STAKES,,,O,VIC,,,WFA,CAUL,
3-Y-O,MRC,,AUTUMN STAKES,1400,,124,2,2019-02-09,200000,AUTUMN STAKES,,,O,VIC,,,SWP,CAUL,
O,MRC,,CARLYON CUP,1600,,170,3,2019-02-09,150000,T S CARLYON CUP,,,O,VIC,,,SWP,CAUL,
O,MRC,,RUBITON STAKES,1100,,576,2,2019-02-09,200000,RUBITON STAKES,,,O,VIC,,,SWP,CAUL,
2-Y-O,MRC,,BLUE DIAMOND PRELUDE (C&G),1100,,178,3,2019-02-09,200000,BLUE DIAMOND PRELUDE C&G,,,C&G,VIC,,,SW,CAUL,
3-Y-O,MRC,,KEVIN HAYES STAKES,1200,,316,3,2019-02-09,150000,BORONIA STAKES,,,F,VIC,,,SWP,CAUL,
4YO&Up,MRC,,GEOFFREY BELMAINE STAKES,1200,,661,3,2019-02-09,150000,GEOFFREY BELMAINE STAKES,,,M,VIC,,,SWP,CAUL,
2-Y-O,PINJARRA RC,,MAGIC MILLIONS WA 2YO CLASSIC,1200,,944,RL,2019-02-09,250000,MAGIC MILLIONS PERTH 2YO CLASSIC,,,O,WA,,,SW,PINJ,
3-Y-O,PINJARRA RC,,MAGIC MILLIONS WA 3YO TROPHY,1200,,943,RL,2019-02-09,150000,MAGIC MILLIONS 3YO TROPHY,,,O,WA,,,SW,PINJ,
3-Y-O,TRC,,TASMANIAN DERBY,2200,,498,4,2019-02-08,100000,TASMANIAN DERBY,,,O,TAS,,,SW,HOB,
3YO&UP,TRC,,BOW MISTRESS TROPHY,1200,,692,3,2019-02-08,125000,BOW MISTRESS TROPHY,,,F&M,TAS,,,WFA,HOB,
3-Y-O,BUNBURY RC,,WESTERN AUSTRALIAN BREEDERS' CLASSIC,1400,,734,4,2019-02-03,100000,SOUTH WEST BREEDERS' CLASSIC,,,O,WA,,,SWP,BUNB,
3-Y-O,MRC,,MANFRED STAKES,1200,,452,3,2019-02-02,150000,MANFRED STAKES,,,O,VIC,,,SWP,CAUL,
3YO&Up,ATC,,EXPRESSWAY STAKES,1200,,254,2,2019-02-02,200000,EXPRESSWAY STAKES,,,O,NSW,,,WFA,RHIL,
2-Y-O,ATC,,CANONBURY STAKES,1100,,162,3,2019-02-02,160000,CANONBURY STAKES,,,C&G,NSW,,,SWP,RHIL,
2-Y-O,ATC,,WIDDEN STAKES,1100,,542,3,2019-02-02,160000,WIDDEN STAKES,,,F,NSW,,,SWP,RHIL,
3YO&Up,WATC,,SCENIC BLAST STAKES,1200,,122,4,2019-02-02,100000,AUSTRALIA DAY STKS,,,O,WA,,,Qlty,ASCT,
2-Y-O,MRC,,CHAIRMAN'S STAKES,1100,,584,3,2019-02-02,150000,MRC CHAIRMAN'S STAKES,,,O,VIC,,,SWP,CAUL,
O,MRC,,W. J. (BILL) ADAMS STAKES,1000,,303,4,2019-02-02,120000,W J ADAMS STAKES,,,O,VIC,,,Hcp,CAUL,
3-Y-O,TRC,,HOBART GUINEAS,2100,,608,4,2019-01-27,100000,HOBART GUINEAS,,,O,TAS,,,SW,HOB,
O,SUN COAST TC,,SUNSHINE COAST CUP,1400,,679,4,2019-01-26,100000,SUNSHINE COAST CUP,,,O,QLD,,,SW,SCST,
3YO&Up,ATC,,AUSTRALIA DAY CUP,2400,,109,4,2019-01-26,150000,AUSTRALIA DAY CUP,,,O,NSW,,,Hcp,RAND,
3YO&Up,ATC,,CARRINGTON STAKES,1400,,175,4,2019-01-26,140000,CARRINGTON STAKES,,,O,NSW,,,Qlty,RAND,
2-Y-O,MRC,,BLUE DIAMOND PREVIEW (C&G),1000,,447,4,2019-01-26,150000,BLUE DIAMOND PREVIEW C&G,,,C&G,VIC,,,SWP,CAUL,
2-Y-O,MRC,,BLUE DIAMOND PREVIEW (F),1000,,448,3,2019-01-26,150000,BLUE DIAMOND PREVIEW FILLY,,,F,VIC,,,SWP,CAUL,
O,MRC,,JOHN DILLON STAKES,1400,,130,4,2019-01-26,120000,BARTON STAKES,,,O,VIC,,,Hcp,CAUL,
O,MVRC,,AUSTRALIA STAKES,1200,,559,2,2019-01-25,200000,STANLEY WOOTTON STAKES,,,O,VIC,,,WFA,M V,
3YO&Up,WATC,,MISS ANDRETTI STAKES,1100,,633,4,2019-01-19,100000,RUABON SPRINT,,,O,WA,,,Qlty,ASCT,
3YO&Up,GOSFORD RC LTD,,GOSFORD GOLD CUP,2100,,284,4,2019-01-17,150000,GOSFORD GOLD CUP,,,O,NSW,,,Qlty,GOSF,
3-Y-O,GOSFORD RC LTD,,GOSFORD GUINEAS,1200,,285,4,2019-01-17,250000,GOSFORD GUINEAS,,,O,NSW,,,SWP,GOSF,
3-Y-O,GOLD COAST TC,,MAGIC MILLIONS 3YO GUINEAS,1400,,750,RL,2019-01-12,2000000,MAGIC MILLIONS 3YO GUINEAS,,,O,QLD,,,SWP,GCTC,
2-Y-O,GOLD COAST TC,,MAGIC MILLIONS 2YO CLASSIC,1200,,749,RL,2019-01-12,2000000,MAGIC MILLIONS 2YO CLASSIC,,,O,QLD,,,SW,GCTC,
O,GOLD COAST TC,,MAGIC MILLIONS CUP,1400,,770,RL,2019-01-12,1000000,MAGIC MILLIONS CUP,,,O,QLD,,,Qlty,GCTC,
O,VRC,,CHESTER MANIFOLD STAKES,1400,,194,4,2019-01-12,120000,CHESTER MANIFOLD STAKES,,,O,VIC,,,Hcp,FLEM,
O,VRC,,KENSINGTON STAKES,1000,,645,4,2019-01-12,120000,KENSINGTON STAKES,,,O,VIC,,,Hcp,FLEM,
3-Y-O,TTC,,TASMANIAN GUINEAS,1600,,499,4,2019-01-11,100000,TASMANIAN GUINEAS,,,O,TAS,,,SW,GCST,
3YO&Up,GOSFORD RC LTD,,TAKEOVER TARGET STAKES,1200,,395,4,2019-01-10,140000,PACESETTER STAKES,,,O,NSW,,,Qlty,GOSF,
3YO&Up,WATC,,SUMMER SCORCHER,1000,,700,4,2019-01-05,100000,SUMMER SCORCHER,,,O,WA,,,Qlty,ASCT,
3YO&Up,WATC,,LA TRICE CLASSIC,1800,,699,3,2019-01-05,150000,LA TRICE CLASSIC,,,F&M,WA,,,SWP,ASCT,
3YO&Up,WATC,,PERTH CUP,2400,,44,2,2019-01-05,500000,PERTH CUP,,,O,WA,,,Qlty,ASCT,
O,VRC,,STANDISH HANDICAP,1200,,480,3,2019-01-01,150000,STANDISH HANDICAP,,,O,VIC,,,Hcp,FLEM,
3YO&Up,TATTERSALLS (NSW),,TATTERSALLS CLUB CUP,2400,,502,4,2019-01-01,150000,TATTERSALLS CLUB CUP,,,O,NSW,,,Qlty,RAND,
O,VRC,,BAGOT HANDICAP,2800,,125,4,2019-01-01,150000,BAGOT HANDICAP,,,O,VIC,,,Hcp,FLEM,
3UP,WATC,,A.T.A. STAKES,2200,,478,4,2018-12-29,"$100,000",A.T.A. STAKES,,,,WA,,,Hcp,ASCT,
3YO&Up,ATC,,CANTERBURY CLASSIC,1200,,621,4,2018-12-29,150000,CANTERBURY CLASSIC,,,O,NSW,,,Qlty,CANT,
O,BRC,,FALVELON QUALITY,1200,,681,4,2018-12-29,100000,FALVELON QUALITY,,,O,QLD,,,Qlty,DOOM,
O,BRC,,NUDGEE QUALITY,1200,,706,4,2018-12-29,125000,NUDGEE QUALITY,,,F,QLD,,,SW,DOOM,
O,BRC,,BERNBOROUGH HANDICAP,1600,,142,4,2018-12-29,300000,BERNBOROUGH HANDICAP,,,O,QLD,,,Qlty,DOOM,
3-Y-O,BRC,,VO ROGUE PLATE,1350,,705,3,2018-12-29,200000,VO ROGUE PLATE,,,O,QLD,,,SW,DOOM,
2-Y-O,BRC,,BJ MCLACHLAN STAKES,1200,,558,3,2018-12-29,200000,BJ MCLACHLAN STAKES,,,O,QLD,,,SW,DOOM,
3YO&Up,GOSFORD RC LTD,,BELLE OF THE TURF STAKES,1600,,134,3,2018-12-28,160000,BELLE OF THE TURF STAKES,,,F&M,NSW,,,Qlty,GOSF,
