MeetDate,G ID,Grp,State,Club,Venue,Current Race Name,Dist,Prize$$,Age,Sex,Cond,Registered Race Name,First,Second,Third
5/03/2011,154,4,VIC,VRC,FLEM,BOB HOYSTED HANDICAP,1000,125000,4YO&Up,O,Hcp,BOB HOYSTED STAKES,MASTER HARRY,PALATINE,WINTER KING
5/03/2011,223,4,VIC,VRC,FLEM,FESTIVAL OF RACING STAKES,1000,100000,2-Y-O,O,SWP,Flem Festival of Racing ST.,GOLDEN ARCHER,KID KOBE,FORTUNE OF WAR
5/03/2011,280,4,WA,WATC,ASCT,GIMCRACK STKS,1100,80000,2-Y-O,F,SWP,WATC GIMCRACK STKS,FLYING AFFAIR,WESTERN FEVER,BLISS STREET
5/03/2011,149,4,WA,WATC,ASCT,J.C. ROBERTS STAKES,1800,80000,3-Y-O,O,SW,J.C. ROBERTS STKS,VIEW THE STARS,VERACIOUS,THE TENBY FRIAR
5/03/2011,357,4,VIC,VRC,FLEM,AUCKLAND RACING CLUB HCP,1400,125000,O,O,Hcp,SHAFTESBURY AVENUE HCP,LAUNAY,ORBIT EXPRESS,DANZYLUM
5/03/2011,456,4,WA,WATC,ASCT,PERTH STKS,1100,80000,2-Y-O,C&G,SWP,PERTH STKS,REBEL CALL,BENNY'S HALO,CAT FIVE
5/03/2011,574,4,SA,SAJC,MORP,MATRICE STAKES,1200,80000,O,O,SWP,MATRICE STAKES,DAS MACHEN,TIME MATTERS,A WEE DRAM
5/03/2011,628,4,NSW,AJC,WFM,WIGGLE F-&-M QUALITY HCP,1400,100000,4YO&Up,M,Qlty,WIGGLE QUALITY HCP,JERSEY LILY,TURNSTILES,KISS FROM A ROSE
5/03/2011,682,4,QLD,TATTS RC QLD,E FM,MEMBER'S CUP,1600,75000,O,O,Hcp,MEMBER'S CUP,ROTHERA,EIRE OF MAGIC,LUCKY LUNA
5/03/2011,730,4,VIC,VRC,FLEM,ROY HIGGINS QUALITY,2600,100000,3-Y-O,O,Hcp,ROY HIGGINS QUALITY,KING DIAMOND,VESPER,MUIR
12/03/2011,12,1,VIC,VRC,FLEM,NEWMARKET HANDICAP,1200,1000000,O,O,Hcp,VRC NEWMARKET HANDICAP,BLACK CAVIAR,CRYSTAL LILY,BEADED
12/03/2011,18,1,VIC,VRC,FLEM,AUSTRALIAN CUP,2000,1000000,O,O,WFA,AUSTRALIAN CUP,SHOCKING,LINTON,PLAYING GOD
12/03/2011,164,1,NSW,AJC,RAND,RANDWICK GUINEAS,1600,350000,3-Y-O,O,SW,RANDWICK GUINEAS,ILOVETHISCITY,SKILLED,LIGHT BRIGADE
12/03/2011,9,2,VIC,VRC,FLEM,VRC SIRES' PRODUCE STAKES,1400,250000,2-Y-O,O,SW,VRC SIRES' PRODUCE STAKES,RUNNING TALL,DECIRCLES,GRAND BRITANNIA
12/03/2011,147,2,VIC,VRC,FLEM,BLAMEY STAKES,1600,250000,3YO&Up,O,SWP,BLAMEY STAKES,WHOBEGOTYOU,DAO DAO,FANJURA
12/03/2011,322,2,VIC,VRC,FLEM,KEWNEY STAKES,1400,500000,3-Y-O,F,SW,A.V KEWNEY STAKES,DO RA MI,BRAZILIAN PULSE,DIVORCES
12/03/2011,148,3,VIC,VRC,FLEM,THOROUGHBRED BREEDERS ST,1200,150000,2-Y-O,F,SWP,THOROUGHBRED BREEDERS ST.,TRIPLE ASSET,METONYMY,ALTAR
12/03/2011,163,3,NSW,AJC,RAND,RANDWICK CITY STAKES,2000,125000,3YO&Up,O,Qlty,RANDWICK CITY STAKES,SAINT ENCOSTA,ALEXANDER OF HALES,SCOTTISH BORDER
12/03/2011,468,3,NSW,AJC,RAND,SKYLINE STAKES,1200,125000,2-Y-O,C&G,SW,SKYLINE STAKES,UATE,HOT SNITZEL,FLIGHT OF PEGASUS
12/03/2011,494,3,NSW,AJC,RAND,SWEET EMBRACE STAKES,1200,125000,2-Y-O,F,SW,SWEET EMBRACE STAKES,SHARED REFLECTIONS,STREAMA,PANE IN THE GLASS
12/03/2011,606,3,VIC,VRC,FLEM,MATRON STAKES,1600,151000,4YO&Up,M,SWP,MATRON STAKES,PINKER PINKER,PLATINUM PASSION,GAIL
12/03/2011,251,4,NSW,AJC,RAND,ESKIMO PRINCE STAKES,1200,100000,3-Y-O,O,Qlty,ESKIMO PRINCE STKS,AGISTER,CELTS,HALEKULANI
12/03/2011,329,4,VIC,VRC,FLEM,CHUBB STAKES,1400,125000,O,O,Hcp,VRC MARCH STAKES,ORBIT EXPRESS,RED FLAIR,SET FOR FAME
12/03/2011,667,4,WA,WATC,ASCT,NATASHA STAKES,2200,80000,3-Y-O,F,SWP,NATASHA STKS,DREAM AWAY,MOONLIGHT BAY,WHY SHE LEFT
12/03/2011,366,4,VIC,VRC,FLEM,JAYCO SPRINT,1100,125000,3-Y-O,O,Hcp,MOOMBA PLATE,PANIPIQUE,THAT’S NOT IT,PONTIANA
12/03/2011,674,4,NSW,AJC,RAND,ASPIRATION QUALITY,1600,100000,3YO&Up,F&M,Qlty,ASPIRATION QUALITY,WARPATH,MISS KEEPSAKE,SHADOW MINISTER
12/03/2011,675,4,NSW,AJC,RAND,WENONA GIRL HANDICAP,1200,100000,4YO&Up,M,Qlty,WENONA GIRL HANDICAP,OFCOURSEICAN,FLYING SUCCESS,TRIM
13/03/2011,146,4,NSW,CANBERRA RC,CANB,BLACK OPAL STAKES,1200,250000,2-Y-O,O,SWP,BLACK OPAL STAKES,YOU'RE CANNY,KARUTA QUEEN,BRIGHT HEART
13/03/2011,157,4,WA,BUNBURY RC,BUNB,BUNBURY STAKES,1400,120000,3YO&Up,O,Qlty,BUNBURY STKS,PROART,SPECCIO,WOLFE DREAMS
13/03/2011,437,4,NSW,CANBERRA RC,CANB,NATIONAL SPRINT,1400,100000,O,O,Qlty,NATIONAL SPRINT,LEBRECHAUN,BACCHANAL WOMAN,ONTHELOOKOUT
13/03/2011,735,4,NSW,CANBERRA RC,CANB,CANBERRA GUINEAS,1400,100000,O,O,Qlty,CANBERRA GUINEAS,KUDAKULARI,SWORN TO SECRECY,NOTJUSTAPRETTYFACE
13/03/2011,734,4,WA,BUNBURY RC,BUNB,BUNBURY PATRONS PLATE,1400,95000,3-Y-O,O,Hcp,BUNBURY PATRONS PLATE,SUMMER SWALLOW,CARRY THE NATION,RAFFERTY
14/03/2011,28,2,SA,SAJC,MORP,ADELAIDE CUP,3200,400000,O,O,Hcp,ADELAIDE CUP,MUIR,SADDLER'S STORY,MACEDONIAN
14/03/2011,292,2,SA,SAJC,MORP,YALLAMBEE CLASSIC,1200,200000,3-Y-O,O,SW,YALLAMBEE CLASSIC,SHRAPNEL,HAPPY TRAILS,GENERAL TRUCE
